flight_number,origin_station_code,destination_station_code,record_locator,scheduled_departure_date,question_text,score,satisfaction_type,driver_sub_group1,driver_sub_group2,arrival_delay_minutes,arrival_delay_group,cabin_code_desc,cabin_name,entity,number_of_legs,seat_factor_band,loyalty_program_level,generation,fleet_type_description,fleet_usage,equipment_type_code,ua_uax,actual_flown_miles,haul_type,departure_gate,arrival_gate,international_domestic_indicator,response_group,media_provider,hub_spoke
989,FRX,IAX,KYXXSK,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,-12,Early & Ontime,Economy,Economy Plus,Atlantic,1,90+,non-elite,Gen X,B777-300,Mainline,77X,UA,4082,Long,Z22,C4,International,member,PANASONIC,spoke departure
909,AMX,ORX,G6XXE9,9/24/2022,What item did you choose?,sandwich/burger/wrap,,food & beverage,comp,174,Delayed,Business,,Atlantic,1,90+,premier 1k,Gen X,B787-9,Mainline,78P,UA,4120,Long,G5,M30,International,member,PANASONIC,spoke departure
909,AMX,ORX,G6XXE9,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,174,Delayed,Business,,Atlantic,1,90+,premier 1k,Gen X,B787-9,Mainline,78P,UA,4120,Long,G5,M30,International,member,PANASONIC,spoke departure
909,AMX,ORX,D0XXP7,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,174,Delayed,Economy,Economy,Atlantic,1,90+,premier silver,Gen X,B787-9,Mainline,78P,UA,4120,Long,G5,M30,International,member,PANASONIC,spoke departure
987,CDX,ORX,MWXXR9,9/24/2022,What item did you choose?,chicken entrée,,food & beverage,comp,-16,Early & Ontime,Business,,Atlantic,2,90+,premier 1k,Boomer,B787-9,Mainline,78P,UA,4153,Long,A1,M30,International,member,PANASONIC,spoke departure
988,ORX,CDX,I4XXCS,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,12,Delayed,Economy,Economy,Atlantic,2,90+,,Boomer,B787-9,Mainline,78P,UA,4153,Long,C16,A4,International,non-member,PANASONIC,hub departure
988,ORX,CDX,ENXXRP,9/24/2022,What item did you choose?,beef entrée,,food & beverage,comp,12,Delayed,Business,,Atlantic,2,90+,premier 1k,Gen X,B787-9,Mainline,78P,UA,4153,Long,C16,A4,International,member,PANASONIC,hub departure
987,CDX,ORX,MWXXR9,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,-16,Early & Ontime,Business,,Atlantic,2,90+,premier 1k,Boomer,B787-9,Mainline,78P,UA,4153,Long,A1,M30,International,member,PANASONIC,spoke departure
988,ORX,CDX,ENXXRP,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,12,Delayed,Business,,Atlantic,2,90+,premier 1k,Gen X,B787-9,Mainline,78P,UA,4153,Long,C16,A4,International,member,PANASONIC,hub departure
987,CDX,ORX,J7XX0W,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,-16,Early & Ontime,Business,,Atlantic,1,90+,premier gold,Boomer,B787-9,Mainline,78P,UA,4153,Long,A1,M30,International,member,PANASONIC,spoke departure
54,ZRX,IAX,BXXX2P,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,264,Delayed,Economy,Economy Plus,Atlantic,1,70+,premier 1k,Boomer,B767-300,Mainline,76L,UA,4158,Long,D25,C2,International,member,PANASONIC,spoke departure
53,IAX,ZRX,FHXXNY,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,20,Delayed,Economy,Economy,Atlantic,2,90+,,Gen X,B767-300,Mainline,76L,UA,4158,Long,D21,E42,International,non-member,PANASONIC,hub departure
3012,ZRX,IAX,PQXX1Q,9/24/2022,What item did you choose?,chicken entrée,,food & beverage,comp,-33,Early & Ontime,United Premium Plus,,Atlantic,2,90+,premier silver,Gen X,B767-300,Mainline,76L,UA,4158,Long,E47,C6,International,member,PANASONIC,spoke departure
3012,ZRX,IAX,PQXX1Q,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,-33,Early & Ontime,United Premium Plus,,Atlantic,2,90+,premier silver,Gen X,B767-300,Mainline,76L,UA,4158,Long,E47,C6,International,member,PANASONIC,spoke departure
54,ZRX,IAX,BXXX2P,9/24/2022,What item did you choose?,vegetarian entrée,,food & beverage,comp,264,Delayed,Economy,Economy Plus,Atlantic,1,70+,premier 1k,Boomer,B767-300,Mainline,76L,UA,4158,Long,D25,C2,International,member,PANASONIC,spoke departure
974,BRX,ORX,BKXX18,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,-60,Early & Ontime,Economy,Economy,Atlantic,1,90+,,Gen X,B787-10,Mainline,78J,UA,4160,Long,B11,M39,International,non-member,PANASONIC,spoke departure
974,BRX,ORX,ALXXFH,9/24/2022,What item did you choose?,snack basket selection,,food & beverage,comp,-60,Early & Ontime,Economy,Economy Plus,Atlantic,1,90+,premier silver,Gen Z,B787-10,Mainline,78J,UA,4160,Long,B11,M39,International,member,PANASONIC,spoke departure
973,ORX,BRX,OKXX9F,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,4,Delayed,Business,,Atlantic,1,90+,,Boomer,B787-10,Mainline,78J,UA,4160,Long,C10,B11,International,non-member,PANASONIC,hub departure
974,BRX,ORX,ALXXFH,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,-60,Early & Ontime,Economy,Economy Plus,Atlantic,1,90+,premier silver,Gen Z,B787-10,Mainline,78J,UA,4160,Long,B11,M39,International,member,PANASONIC,spoke departure
203,ORX,OGX,DQXXS3,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,-24,Early & Ontime,Economy,Economy Plus,Domestic,2,80+,non-elite,Boomer,B787-8,Mainline,78H,UA,4184,Long,B16,39,Domestic,member,PANASONIC,hub departure
203,ORX,OGX,DQXXS3,9/24/2022,What item did you choose?,other (specify),,food & beverage,comp,-24,Early & Ontime,Economy,Economy Plus,Domestic,2,80+,non-elite,Boomer,B787-8,Mainline,78H,UA,4184,Long,B16,39,Domestic,member,PANASONIC,hub departure
115,PPX,SFX,C6XX89,9/24/2022,What item did you choose?,beef entrée,,food & beverage,comp,-22,Early & Ontime,Business,,Pacific,1,80+,premier 1k,Gen X,B787-9,Mainline,78P,UA,4188,Long,61,G7,International,member,PANASONIC,spoke departure
115,PPX,SFX,M4XX82,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,-22,Early & Ontime,Economy,Economy,Pacific,2,80+,non-elite,Gen X,B787-9,Mainline,78P,UA,4188,Long,61,G7,International,member,PANASONIC,spoke departure
115,PPX,SFX,DYXXW6,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,-22,Early & Ontime,Economy,Economy,Pacific,1,80+,,Boomer,B787-9,Mainline,78P,UA,4188,Long,61,G7,International,non-member,PANASONIC,spoke departure
115,PPX,SFX,M4XX82,9/24/2022,What item did you choose?,chicken entrée,,food & beverage,comp,-22,Early & Ontime,Economy,Economy,Pacific,2,80+,non-elite,Gen X,B787-9,Mainline,78P,UA,4188,Long,61,G7,International,member,PANASONIC,spoke departure
115,PPX,SFX,E3XX5D,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,-22,Early & Ontime,Economy,Economy,Pacific,1,80+,premier silver,Millennial,B787-9,Mainline,78P,UA,4188,Long,61,G7,International,member,PANASONIC,spoke departure
115,PPX,SFX,DYXXW6,9/24/2022,What item did you choose?,chicken entrée,,food & beverage,comp,-22,Early & Ontime,Economy,Economy,Pacific,1,80+,,Boomer,B787-9,Mainline,78P,UA,4188,Long,61,G7,International,non-member,PANASONIC,spoke departure
115,PPX,SFX,C6XX89,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,-22,Early & Ontime,Business,,Pacific,1,80+,premier 1k,Gen X,B787-9,Mainline,78P,UA,4188,Long,61,G7,International,member,PANASONIC,spoke departure
68,KOX,ORX,A9XXLC,9/24/2022,What item did you choose?,chicken entrée,,food & beverage,comp,-4,Early & Ontime,United Premium Plus,,Domestic,1,80+,non-elite,Boomer,B787-10,Mainline,78J,UA,4215,Long,2,C29,Domestic,member,PANASONIC,spoke departure
68,KOX,ORX,A9XXLC,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,-4,Early & Ontime,United Premium Plus,,Domestic,1,80+,non-elite,Boomer,B787-10,Mainline,78J,UA,4215,Long,2,C29,Domestic,member,PANASONIC,spoke departure
67,ORX,KOX,AWXXMT,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,-17,Early & Ontime,United Premium Plus,,Domestic,1,70+,,Gen X,B787-10,Mainline,78J,UA,4215,Long,C10,2,Domestic,non-member,PANASONIC,hub departure
219,HNX,ORX,H5XX97,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,29,Delayed,Business,,Domestic,1,90+,non-elite,Boomer,B787-10,Mainline,78J,UA,4244,Long,G3,B16,Domestic,member,PANASONIC,spoke departure
219,HNX,ORX,B2XXQS,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,29,Delayed,Economy,Economy,Domestic,2,90+,non-elite,Gen Z,B787-10,Mainline,78J,UA,4244,Long,G3,B16,Domestic,member,PANASONIC,spoke departure
220,ORX,HNX,HTXXFX,9/24/2022,What item did you choose?,other (specify),,food & beverage,comp,156,Delayed,Economy,Economy,Domestic,2,80+,non-elite,Gen X,B787-10,Mainline,78J,UA,4244,Long,B16,G3,Domestic,member,PANASONIC,hub departure
219,HNX,ORX,B2XXQS,9/24/2022,What item did you choose?,chicken entrée,,food & beverage,comp,29,Delayed,Economy,Economy,Domestic,2,90+,non-elite,Gen Z,B787-10,Mainline,78J,UA,4244,Long,G3,B16,Domestic,member,PANASONIC,spoke departure
220,ORX,HNX,MMXXQ7,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,156,Delayed,Economy,Economy,Domestic,2,80+,,Gen Z,B787-10,Mainline,78J,UA,4244,Long,B16,G3,Domestic,non-member,PANASONIC,hub departure
219,HNX,ORX,A5XXE9,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,29,Delayed,Economy,Economy,Domestic,1,90+,,Boomer,B787-10,Mainline,78J,UA,4244,Long,G3,B16,Domestic,non-member,PANASONIC,spoke departure
220,ORX,HNX,K5XX1D,9/24/2022,What item did you choose?,other (specify),,food & beverage,comp,156,Delayed,Business,,Domestic,1,80+,non-elite,Boomer,B787-10,Mainline,78J,UA,4244,Long,B16,G3,Domestic,member,PANASONIC,hub departure
220,ORX,HNX,MMXXQ7,9/24/2022,What item did you choose?,other (specify),,food & beverage,comp,156,Delayed,Economy,Economy,Domestic,2,80+,,Gen Z,B787-10,Mainline,78J,UA,4244,Long,B16,G3,Domestic,non-member,PANASONIC,hub departure
219,HNX,ORX,MPXX8H,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,29,Delayed,Economy,Economy,Domestic,1,90+,non-elite,Boomer,B787-10,Mainline,78J,UA,4244,Long,G3,B16,Domestic,member,PANASONIC,spoke departure
220,ORX,HNX,HTXXFX,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,156,Delayed,Economy,Economy,Domestic,2,80+,non-elite,Gen X,B787-10,Mainline,78J,UA,4244,Long,B16,G3,Domestic,member,PANASONIC,hub departure
219,HNX,ORX,GCXXFB,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,29,Delayed,Economy,Economy Plus,Domestic,1,90+,,Boomer,B787-10,Mainline,78J,UA,4244,Long,G3,B16,Domestic,non-member,PANASONIC,spoke departure
219,HNX,ORX,BQXX4D,9/24/2022,What item did you choose?,chicken entrée,,food & beverage,comp,29,Delayed,Economy,Economy,Domestic,1,90+,,Boomer,B787-10,Mainline,78J,UA,4244,Long,G3,B16,Domestic,non-member,PANASONIC,spoke departure
219,HNX,ORX,MPXX8H,9/24/2022,What item did you choose?,chicken entrée,,food & beverage,comp,29,Delayed,Economy,Economy,Domestic,1,90+,non-elite,Boomer,B787-10,Mainline,78J,UA,4244,Long,G3,B16,Domestic,member,PANASONIC,spoke departure
219,HNX,ORX,I6XXWX,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,29,Delayed,Economy,Economy,Domestic,1,90+,non-elite,Millennial,B787-10,Mainline,78J,UA,4244,Long,G3,B16,Domestic,member,PANASONIC,spoke departure
219,HNX,ORX,A5XXE9,9/24/2022,What item did you choose?,vegetarian entrée,,food & beverage,comp,29,Delayed,Economy,Economy,Domestic,1,90+,,Boomer,B787-10,Mainline,78J,UA,4244,Long,G3,B16,Domestic,non-member,PANASONIC,spoke departure
220,ORX,HNX,K5XX1D,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,156,Delayed,Business,,Domestic,1,80+,non-elite,Boomer,B787-10,Mainline,78J,UA,4244,Long,B16,G3,Domestic,member,PANASONIC,hub departure
220,ORX,HNX,DVXXHT,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,156,Delayed,Economy,Economy,Domestic,2,80+,,Millennial,B787-10,Mainline,78J,UA,4244,Long,B16,G3,Domestic,non-member,PANASONIC,hub departure
219,HNX,ORX,GCXXFB,9/24/2022,What item did you choose?,chicken entrée,,food & beverage,comp,29,Delayed,Economy,Economy Plus,Domestic,1,90+,,Boomer,B787-10,Mainline,78J,UA,4244,Long,G3,B16,Domestic,non-member,PANASONIC,spoke departure
219,HNX,ORX,BQXX4D,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,29,Delayed,Economy,Economy,Domestic,1,90+,,Boomer,B787-10,Mainline,78J,UA,4244,Long,G3,B16,Domestic,non-member,PANASONIC,spoke departure
510,FCX,EWX,CXXXXE,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,-15,Early & Ontime,Business,,Atlantic,2,90+,non-elite,Boomer,B777-200,Mainline,77U,UA,4292,Long,E41,C125,International,member,PANASONIC,spoke departure
41,EWX,FCX,D1XX7Z,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,28,Delayed,Business,,Atlantic,1,90+,non-elite,Boomer,B777-300,Mainline,77X,UA,4292,Long,C108,*709,International,member,PANASONIC,hub departure
41,EWX,FCX,D1XX7Z,9/24/2022,What item did you choose?,other (specify),,food & beverage,comp,28,Delayed,Business,,Atlantic,1,90+,non-elite,Boomer,B777-300,Mainline,77X,UA,4292,Long,C108,*709,International,member,PANASONIC,hub departure
510,FCX,EWX,NWXX54,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,-15,Early & Ontime,Economy,Economy,Atlantic,1,90+,,Gen X,B777-200,Mainline,77U,UA,4292,Long,E41,C125,International,non-member,PANASONIC,spoke departure
42,FCX,EWX,FHXXSN,9/24/2022,What item did you choose?,chicken entrée,,food & beverage,comp,-31,Early & Ontime,Economy,Economy Plus,Atlantic,2,90+,premier gold,Boomer,B777-300,Mainline,77X,UA,4292,Long,E42,B54,International,member,PANASONIC,spoke departure
42,FCX,EWX,GCXXKN,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,-31,Early & Ontime,Economy,Economy,Atlantic,1,90+,non-elite,Boomer,B777-300,Mainline,77X,UA,4292,Long,E42,B54,International,member,PANASONIC,spoke departure
511,EWX,FCX,NKXXJ6,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,-4,Early & Ontime,United Premium Plus,,Atlantic,1,90+,premier gold,Gen X,B777-200,Mainline,77U,UA,4292,Long,C125,*707,International,member,PANASONIC,hub departure
510,FCX,EWX,A9XXQK,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,-15,Early & Ontime,Economy,Economy,Atlantic,1,90+,,Gen X,B777-200,Mainline,77U,UA,4292,Long,E41,C125,International,non-member,PANASONIC,spoke departure
511,EWX,FCX,NKXXJ6,9/24/2022,What item did you choose?,other (specify),,food & beverage,comp,-4,Early & Ontime,United Premium Plus,,Atlantic,1,90+,premier gold,Gen X,B777-200,Mainline,77U,UA,4292,Long,C125,*707,International,member,PANASONIC,hub departure
42,FCX,EWX,GCXXKN,9/24/2022,What item did you choose?,chicken entrée,,food & beverage,comp,-31,Early & Ontime,Economy,Economy,Atlantic,1,90+,non-elite,Boomer,B777-300,Mainline,77X,UA,4292,Long,E42,B54,International,member,PANASONIC,spoke departure
42,FCX,EWX,FHXXSN,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,-31,Early & Ontime,Economy,Economy Plus,Atlantic,2,90+,premier gold,Boomer,B777-300,Mainline,77X,UA,4292,Long,E42,B54,International,member,PANASONIC,spoke departure
